thr,IoU,Precision,Recall,F1
0.95,0.20394842687434883,0.264522093057167,0.4710764275981479,0.33879927005059396
0.9,0.20168387041653785,0.22978120921177458,0.6225530741659525,0.3356687611698959
0.75,0.1752945045883868,0.18580532005888079,0.7560246620554874,0.29829885538104434
0.5,0.1435068198731538,0.14797981894894072,0.8260150321861072,0.25099425015355487
