thr,IoU,Precision,Recall,F1
0.5,0.28265172170048525,0.6419954128439876,0.33553901295835437,0.44073026843837915
0.75,0.24890968562601273,0.8256790867647684,0.2627156231644205,0.3986031755599633
0.9,0.21414223973412597,0.8590163934424901,0.22194251647266186,0.35274654113009474
0.95,0.20274906087981578,0.8755676962006879,0.2087643798723659,0.3371427434109847
