thr,IoU,Precision,Recall,F1
0.95,0.3635434962325339,0.5450929655057054,0.5218789833095374,0.5332334374807269
0.9,0.3344927894483534,0.42766319484615456,0.605578930964601,0.5013032499775534
0.75,0.2685265491737233,0.3050628471310244,0.6915564825802978,0.4233676412279351
0.5,0.2169033151958831,0.2324424549943593,0.7644038471527647,0.3564840531066697
