file_path,percentuale_nodata,supera_soglia
piedmont_new/fire_6684/fire_6684_2022-04-27_pre_landsat_2.tif,42.91%,YES
piedmont_new/fire_6684/fire_6684_2022-04-21_pre_sentinel_7.tif,0.00%,NO
piedmont_new/fire_6599/fire_6599_2022-01-29_pre_landsat_2.tif,0.39%,NO
piedmont_new/fire_6599/fire_6599_2022-01-29_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6599/fire_6599_2022-01-31_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6599/fire_6599_2022-01-30_pre_landsat_1.tif,0.65%,NO
piedmont_new/fire_6599/fire_6599_2022-01-26_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_7047/fire_7047_2023-11-27_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7047/fire_7047_2023-11-25_pre_sentinel_2.tif,0.01%,NO
piedmont_new/fire_7047/fire_7047_2023-11-25_pre_landsat_1.tif,0.06%,NO
piedmont_new/fire_7047/fire_7047_2023-11-22_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6469/fire_6469_2021-03-31_pre_landsat_2.tif,19.59%,NO
piedmont_new/fire_6469/fire_6469_2021-04-01_pre_landsat_1.tif,28.41%,YES
piedmont_new/fire_5502/fire_5502_2017-11-26_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5502/fire_5502_2017-11-23_pre_landsat_2.tif,1.70%,NO
piedmont_new/fire_5502/fire_5502_2017-11-23_pre_landsat_3.tif,70.58%,YES
piedmont_new/fire_5502/fire_5502_2017-11-24_pre_landsat_1.tif,100.00%,YES
piedmont_new/fire_5502/fire_5502_2017-11-23_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5502/fire_5502_2017-11-21_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5423/fire_5423_2017-10-07_pre_landsat_1.tif,38.51%,YES
piedmont_new/fire_5423/fire_5423_2017-10-06_pre_landsat_2.tif,0.58%,NO
piedmont_new/fire_5423/fire_5423_2017-10-04_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5423/fire_5423_2017-10-09_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5423/fire_5423_2017-10-07_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6778/fire_6778_2022-05-19_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6778/fire_6778_2022-05-22_pre_landsat_1.tif,100.00%,YES
piedmont_new/fire_6778/fire_6778_2022-05-21_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6778/fire_6778_2022-05-16_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6778/fire_6778_2022-05-21_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6778/fire_6778_2022-05-18_pre_landsat_3.tif,2.31%,NO
piedmont_new/fire_6363/fire_6363_2021-03-20_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6363/fire_6363_2021-03-17_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6363/fire_6363_2021-03-16_pre_landsat_1.tif,91.89%,YES
piedmont_new/fire_6363/fire_6363_2021-03-15_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6363/fire_6363_2021-03-15_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6973/fire_6973_2023-03-25_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6973/fire_6973_2023-03-20_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6973/fire_6973_2023-03-22_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6973/fire_6973_2023-03-22_pre_landsat_1.tif,0.02%,NO
piedmont_new/fire_6973/fire_6973_2023-03-27_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6720/fire_6720_2022-04-11_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6720/fire_6720_2022-04-13_pre_landsat_1.tif,67.28%,YES
piedmont_new/fire_6362/fire_6362_2021-03-12_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6362/fire_6362_2021-03-10_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6362/fire_6362_2021-03-07_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6362/fire_6362_2021-03-07_pre_landsat_3.tif,100.00%,YES
piedmont_new/fire_6362/fire_6362_2021-03-07_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6362/fire_6362_2021-03-08_pre_landsat_1.tif,39.66%,YES
piedmont_new/fire_6362/fire_6362_2021-03-05_pre_sentinel_5.tif,0.00%,NO
piedmont_new/fire_6362/fire_6362_2021-03-07_pre_landsat_2.tif,94.36%,YES
piedmont_new/fire_6577/fire_6577_2022-01-24_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6577/fire_6577_2022-01-30_pre_landsat_1.tif,59.46%,YES
piedmont_new/fire_6577/fire_6577_2022-01-26_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6577/fire_6577_2022-01-29_pre_landsat_2.tif,0.00%,NO
piedmont_new/fire_6577/fire_6577_2022-01-31_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6577/fire_6577_2022-01-29_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6493/fire_6493_2021-05-21_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6493/fire_6493_2021-05-20_pre_landsat_1.tif,34.55%,YES
piedmont_new/fire_6493/fire_6493_2021-05-19_pre_landsat_2.tif,0.00%,NO
piedmont_new/fire_7070/fire_7070_2023-12-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7070/fire_7070_2023-12-20_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7070/fire_7070_2023-12-18_pre_landsat_2.tif,0.01%,NO
piedmont_new/fire_7070/fire_7070_2023-12-19_pre_landsat_1.tif,90.29%,YES
piedmont_new/fire_7070/fire_7070_2023-12-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6359/fire_6359_2021-03-05_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6359/fire_6359_2021-03-10_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6359/fire_6359_2021-03-07_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6359/fire_6359_2021-03-07_pre_landsat_1.tif,97.27%,YES
piedmont_new/fire_5330/fire_5330_2017-04-14_pre_landsat_1.tif,67.40%,YES
piedmont_new/fire_5330/fire_5330_2017-04-17_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5330/fire_5330_2017-04-13_pre_landsat_3.tif,4.17%,NO
piedmont_new/fire_5330/fire_5330_2017-04-17_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5330/fire_5330_2017-04-14_pre_landsat_2.tif,42.89%,YES
piedmont_new/fire_7015/fire_7015_2023-08-04_pre_sentinel_5.tif,0.00%,NO
piedmont_new/fire_7015/fire_7015_2023-08-02_pre_sentinel_6.tif,0.00%,NO
piedmont_new/fire_7015/fire_7015_2023-08-04_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_7015/fire_7015_2023-08-04_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_7015/fire_7015_2023-08-04_pre_landsat_2.tif,94.71%,YES
piedmont_new/fire_7015/fire_7015_2023-08-09_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7015/fire_7015_2023-08-05_pre_landsat_1.tif,0.00%,NO
piedmont_new/fire_7015/fire_7015_2023-08-07_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6805/fire_6805_2022-07-13_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6805/fire_6805_2022-07-13_pre_landsat_1.tif,58.74%,YES
piedmont_new/fire_5368/fire_5368_2017-07-26_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5368/fire_5368_2017-07-29_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5368/fire_5368_2017-07-31_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5368/fire_5368_2017-07-26_pre_landsat_2.tif,99.17%,YES
piedmont_new/fire_5368/fire_5368_2017-07-27_pre_landsat_1.tif,75.56%,YES
piedmont_new/fire_6249/fire_6249_2020-01-30_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6249/fire_6249_2020-02-01_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6249/fire_6249_2020-02-01_pre_landsat_1.tif,30.60%,YES
piedmont_new/fire_7055/fire_7055_2023-11-25_pre_landsat_1.tif,1.13%,NO
piedmont_new/fire_7055/fire_7055_2023-11-22_pre_sentinel_3.tif,0.01%,NO
piedmont_new/fire_7055/fire_7055_2023-11-25_pre_sentinel_2.tif,0.02%,NO
piedmont_new/fire_7055/fire_7055_2023-11-27_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7055/fire_7055_2023-11-20_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_7055/fire_7055_2023-11-24_pre_landsat_2.tif,1.10%,NO
piedmont_new/fire_6920/fire_6920_2023-03-05_pre_landsat_2.tif,0.01%,NO
piedmont_new/fire_6920/fire_6920_2023-03-07_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6920/fire_6920_2023-03-10_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6920/fire_6920_2023-03-05_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6920/fire_6920_2023-03-05_pre_landsat_1.tif,0.18%,NO
piedmont_new/fire_6339/fire_6339_2020-03-27_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6339/fire_6339_2020-03-28_pre_landsat_1.tif,66.81%,YES
piedmont_new/fire_6339/fire_6339_2020-03-21_pre_landsat_2.tif,49.67%,YES
piedmont_new/fire_6339/fire_6339_2020-03-25_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5229/fire_5229_2016-01-29_pre_landsat_2.tif,47.09%,YES
piedmont_new/fire_5229/fire_5229_2016-01-26_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5229/fire_5229_2016-01-30_pre_landsat_1.tif,68.20%,YES
piedmont_new/fire_6367/fire_6367_2021-03-08_pre_landsat_1.tif,40.14%,YES
piedmont_new/fire_6367/fire_6367_2021-03-07_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6367/fire_6367_2021-03-12_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6367/fire_6367_2021-03-08_pre_landsat_2.tif,37.01%,YES
piedmont_new/fire_6367/fire_6367_2021-03-07_pre_landsat_3.tif,92.95%,YES
piedmont_new/fire_6367/fire_6367_2021-03-10_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5445/fire_5445_2017-10-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5445/fire_5445_2017-10-22_pre_landsat_2.tif,8.21%,NO
piedmont_new/fire_5445/fire_5445_2017-10-19_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5445/fire_5445_2017-10-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5445/fire_5445_2017-10-15_pre_landsat_3.tif,73.93%,YES
piedmont_new/fire_5445/fire_5445_2017-10-22_pre_landsat_1.tif,0.00%,NO
piedmont_new/fire_6879/fire_6879_2022-11-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6879/fire_6879_2022-11-21_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6879/fire_6879_2022-11-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6879/fire_6879_2022-11-22_pre_landsat_1.tif,46.34%,YES
piedmont_new/fire_6879/fire_6879_2022-11-20_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7040/fire_7040_2023-11-20_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_7040/fire_7040_2023-11-27_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7040/fire_7040_2023-11-24_pre_landsat_1.tif,2.22%,NO
piedmont_new/fire_7040/fire_7040_2023-11-25_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7040/fire_7040_2023-11-24_pre_landsat_2.tif,1.15%,NO
piedmont_new/fire_7040/fire_7040_2023-11-22_pre_sentinel_3.tif,0.01%,NO
piedmont_new/fire_5438/fire_5438_2017-10-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5438/fire_5438_2017-10-19_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5438/fire_5438_2017-10-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5438/fire_5438_2017-10-22_pre_landsat_1.tif,0.44%,NO
piedmont_new/fire_5438/fire_5438_2017-10-15_pre_landsat_2.tif,95.45%,YES
piedmont_new/fire_6245/fire_6245_2020-02-02_pre_landsat_2.tif,37.05%,YES
piedmont_new/fire_6245/fire_6245_2020-02-01_pre_landsat_3.tif,100.00%,YES
piedmont_new/fire_6245/fire_6245_2020-02-04_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6245/fire_6245_2020-02-01_pre_landsat_4.tif,88.73%,YES
piedmont_new/fire_6245/fire_6245_2020-01-30_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6245/fire_6245_2020-02-02_pre_landsat_1.tif,82.00%,YES
piedmont_new/fire_6245/fire_6245_2020-02-01_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5299/fire_5299_2017-03-12_pre_landsat_1.tif,0.77%,NO
piedmont_new/fire_5299/fire_5299_2017-03-11_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6175/fire_6175_2018-04-16_pre_landsat_3.tif,33.22%,YES
piedmont_new/fire_6175/fire_6175_2018-04-17_pre_landsat_1.tif,54.42%,YES
piedmont_new/fire_6175/fire_6175_2018-04-16_pre_landsat_4.tif,0.65%,NO
piedmont_new/fire_6175/fire_6175_2018-04-12_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6175/fire_6175_2018-04-15_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6175/fire_6175_2018-04-17_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6175/fire_6175_2018-04-17_pre_landsat_2.tif,85.16%,YES
piedmont_new/fire_6954/fire_6954_2023-04-14_pre_landsat_2.tif,0.11%,NO
piedmont_new/fire_6954/fire_6954_2023-04-14_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6954/fire_6954_2023-04-14_pre_sentinel_3.tif,0.07%,NO
piedmont_new/fire_6954/fire_6954_2023-04-15_pre_landsat_1.tif,70.69%,YES
piedmont_new/fire_6954/fire_6954_2023-04-16_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6954/fire_6954_2023-04-11_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6831/fire_6831_2022-08-07_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6831/fire_6831_2022-08-04_pre_sentinel_2.tif,0.23%,NO
piedmont_new/fire_6831/fire_6831_2022-08-01_pre_landsat_1.tif,0.00%,NO
piedmont_new/fire_6831/fire_6831_2022-08-02_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6831/fire_6831_2022-08-01_pre_landsat_2.tif,74.33%,YES
piedmont_new/fire_6224/fire_6224_2020-04-13_pre_landsat_2.tif,71.08%,YES
piedmont_new/fire_6224/fire_6224_2020-04-16_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6224/fire_6224_2020-04-14_pre_landsat_1.tif,47.57%,YES
piedmont_new/fire_6224/fire_6224_2020-04-19_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6224/fire_6224_2020-04-14_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5465/fire_5465_2017-10-23_pre_landsat_1.tif,73.77%,YES
piedmont_new/fire_5465/fire_5465_2017-10-22_pre_landsat_2.tif,0.00%,NO
piedmont_new/fire_5465/fire_5465_2017-10-22_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5465/fire_5465_2017-10-19_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5465/fire_5465_2017-10-24_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5494/fire_5494_2017-10-27_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5494/fire_5494_2017-11-03_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5494/fire_5494_2017-10-30_pre_landsat_2.tif,70.34%,YES
piedmont_new/fire_5494/fire_5494_2017-10-31_pre_landsat_1.tif,92.31%,YES
piedmont_new/fire_6517/fire_6517_2022-01-22_pre_landsat_2.tif,30.13%,YES
piedmont_new/fire_6517/fire_6517_2022-01-22_pre_landsat_1.tif,0.86%,NO
piedmont_new/fire_6517/fire_6517_2022-01-21_pre_landsat_3.tif,0.01%,NO
piedmont_new/fire_6517/fire_6517_2022-01-21_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6517/fire_6517_2022-01-19_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6517/fire_6517_2022-01-16_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5403/fire_5403_2017-09-12_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5403/fire_5403_2017-09-07_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5403/fire_5403_2017-09-12_pre_landsat_1.tif,8.87%,NO
piedmont_new/fire_5403/fire_5403_2017-09-09_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7058/fire_7058_2023-12-19_pre_landsat_1.tif,2.04%,NO
piedmont_new/fire_7058/fire_7058_2023-12-20_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_7058/fire_7058_2023-12-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7058/fire_7058_2023-12-17_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_7058/fire_7058_2023-12-18_pre_landsat_2.tif,2.09%,NO
piedmont_new/fire_7058/fire_7058_2023-12-20_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6735/fire_6735_2022-04-11_pre_landsat_1.tif,99.96%,YES
piedmont_new/fire_6735/fire_6735_2022-04-11_pre_sentinel_3.tif,52.75%,YES
piedmont_new/fire_6735/fire_6735_2022-04-11_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6735/fire_6735_2022-04-09_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6735/fire_6735_2022-04-14_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6735/fire_6735_2022-04-11_pre_sentinel_2.tif,56.39%,YES
piedmont_new/fire_6289/fire_6289_2020-02-09_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6289/fire_6289_2020-02-09_pre_landsat_2.tif,18.06%,NO
piedmont_new/fire_6289/fire_6289_2020-02-06_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6289/fire_6289_2020-02-04_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6289/fire_6289_2020-02-09_pre_landsat_3.tif,18.03%,NO
piedmont_new/fire_6289/fire_6289_2020-02-10_pre_landsat_1.tif,28.19%,YES
piedmont_new/fire_5497/fire_5497_2017-11-16_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5497/fire_5497_2017-11-13_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5497/fire_5497_2017-11-16_pre_landsat_1.tif,0.21%,NO
piedmont_new/fire_5497/fire_5497_2017-11-18_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5497/fire_5497_2017-11-15_pre_landsat_2.tif,99.78%,YES
piedmont_new/fire_5388/fire_5388_2017-08-23_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5388/fire_5388_2017-08-20_pre_landsat_1.tif,64.00%,YES
piedmont_new/fire_5388/fire_5388_2017-08-20_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5388/fire_5388_2017-08-18_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_5388/fire_5388_2017-08-19_pre_landsat_2.tif,8.89%,NO
piedmont_new/fire_6997/fire_6997_2023-04-15_pre_landsat_1.tif,77.76%,YES
piedmont_new/fire_6997/fire_6997_2023-04-14_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6997/fire_6997_2023-04-14_pre_landsat_2.tif,7.34%,NO
piedmont_new/fire_6997/fire_6997_2023-04-16_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6997/fire_6997_2023-04-11_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6997/fire_6997_2023-04-14_pre_sentinel_3.tif,0.03%,NO
piedmont_new/fire_5420/fire_5420_2017-10-06_pre_landsat_1.tif,0.00%,NO
piedmont_new/fire_5420/fire_5420_2017-10-07_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6795/fire_6795_2022-07-08_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6795/fire_6795_2022-07-03_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6795/fire_6795_2022-07-08_pre_landsat_1.tif,0.00%,NO
piedmont_new/fire_6795/fire_6795_2022-07-08_pre_landsat_2.tif,20.27%,YES
piedmont_new/fire_6795/fire_6795_2022-07-05_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6795/fire_6795_2022-07-01_pre_landsat_3.tif,42.26%,YES
piedmont_new/fire_5314/fire_5314_2017-03-28_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5314/fire_5314_2017-03-28_pre_landsat_3.tif,0.08%,NO
piedmont_new/fire_5314/fire_5314_2017-03-28_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5314/fire_5314_2017-03-29_pre_landsat_1.tif,64.21%,YES
piedmont_new/fire_5314/fire_5314_2017-03-29_pre_landsat_2.tif,35.61%,YES
piedmont_new/fire_6409/fire_6409_2021-03-08_pre_landsat_2.tif,18.67%,NO
piedmont_new/fire_6409/fire_6409_2021-03-07_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6409/fire_6409_2021-03-08_pre_landsat_1.tif,96.26%,YES
piedmont_new/fire_6409/fire_6409_2021-03-10_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6409/fire_6409_2021-03-07_pre_landsat_3.tif,0.32%,NO
piedmont_new/fire_6409/fire_6409_2021-03-12_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6885/fire_6885_2023-01-16_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_6885/fire_6885_2023-01-19_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_6885/fire_6885_2023-01-17_pre_landsat_1.tif,95.28%,YES
piedmont_new/fire_6885/fire_6885_2023-01-16_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6885/fire_6885_2023-01-16_pre_sentinel_4.tif,0.00%,NO
piedmont_new/fire_6885/fire_6885_2023-01-21_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6885/fire_6885_2023-01-14_pre_sentinel_5.tif,0.00%,NO
piedmont_new/fire_6468/fire_6468_2021-10-26_pre_landsat_1.tif,17.17%,NO
piedmont_new/fire_6468/fire_6468_2021-10-25_pre_landsat_3.tif,58.11%,YES
piedmont_new/fire_6468/fire_6468_2021-10-26_pre_landsat_2.tif,0.02%,NO
piedmont_new/fire_5410/fire_5410_2017-09-19_pre_sentinel_2.tif,54.03%,YES
piedmont_new/fire_5410/fire_5410_2017-09-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5410/fire_5410_2017-09-20_pre_landsat_2.tif,76.02%,YES
piedmont_new/fire_5410/fire_5410_2017-09-20_pre_landsat_1.tif,0.00%,NO
piedmont_new/fire_5410/fire_5410_2017-09-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6508/fire_6508_2022-01-13_pre_landsat_2.tif,0.00%,NO
piedmont_new/fire_6508/fire_6508_2022-01-19_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6508/fire_6508_2022-01-14_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6508/fire_6508_2022-01-14_pre_landsat_1.tif,0.04%,NO
piedmont_new/fire_6508/fire_6508_2022-01-16_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5238/fire_5238_2016-01-29_pre_landsat_2.tif,31.30%,YES
piedmont_new/fire_5238/fire_5238_2016-01-30_pre_landsat_1.tif,99.99%,YES
piedmont_new/fire_7051/fire_7051_2023-12-15_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7051/fire_7051_2023-12-18_pre_landsat_1.tif,0.02%,NO
piedmont_new/fire_7051/fire_7051_2023-12-17_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7051/fire_7051_2023-12-12_pre_sentinel_4.tif,0.05%,NO
piedmont_new/fire_7051/fire_7051_2023-12-11_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_7051/fire_7051_2023-12-11_pre_landsat_3.tif,100.00%,YES
piedmont_new/fire_7051/fire_7051_2023-12-12_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6566/fire_6566_2022-02-07_pre_landsat_3.tif,64.22%,YES
piedmont_new/fire_6566/fire_6566_2022-01-31_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_6566/fire_6566_2022-02-07_pre_landsat_1.tif,0.34%,NO
piedmont_new/fire_6566/fire_6566_2022-02-07_pre_landsat_4.tif,25.64%,YES
piedmont_new/fire_6566/fire_6566_2022-02-07_pre_landsat_2.tif,0.15%,NO
piedmont_new/fire_6566/fire_6566_2022-02-03_pre_sentinel_2.tif,0.05%,NO
piedmont_new/fire_6566/fire_6566_2022-02-05_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6566/fire_6566_2022-02-06_pre_landsat_5.tif,17.65%,NO
piedmont_new/fire_7065/fire_7065_2023-12-20_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7065/fire_7065_2023-12-15_pre_sentinel_4.tif,0.01%,NO
piedmont_new/fire_7065/fire_7065_2023-12-19_pre_landsat_1.tif,89.67%,YES
piedmont_new/fire_7065/fire_7065_2023-12-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_7065/fire_7065_2023-12-22_pre_sentinel_1.tif,0.01%,NO
piedmont_new/fire_7065/fire_7065_2023-12-18_pre_landsat_2.tif,0.22%,NO
piedmont_new/fire_5268/fire_5268_2017-02-19_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5268/fire_5268_2017-02-24_pre_landsat_2.tif,100.00%,YES
piedmont_new/fire_5268/fire_5268_2017-02-24_pre_landsat_1.tif,100.00%,YES
piedmont_new/fire_5456/fire_5456_2017-10-19_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_5456/fire_5456_2017-10-22_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_5456/fire_5456_2017-10-22_pre_landsat_2.tif,81.21%,YES
piedmont_new/fire_5456/fire_5456_2017-10-23_pre_landsat_1.tif,11.00%,NO
piedmont_new/fire_5456/fire_5456_2017-10-17_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_7067/fire_7067_2023-11-25_pre_landsat_1.tif,0.07%,NO
piedmont_new/fire_7067/fire_7067_2023-11-22_pre_sentinel_3.tif,0.00%,NO
piedmont_new/fire_7067/fire_7067_2023-11-25_pre_sentinel_2.tif,0.00%,NO
piedmont_new/fire_7067/fire_7067_2023-11-27_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_7067/fire_7067_2023-11-24_pre_landsat_2.tif,0.00%,NO
piedmont_new/fire_6753/fire_6753_2022-03-25_pre_sentinel_1.tif,0.00%,NO
piedmont_new/fire_6753/fire_6753_2022-03-19_pre_landsat_1.tif,99.45%,YES
piedmont_new/fire_6753/fire_6753_2022-03-22_pre_sentinel_2.tif,0.00%,NO
